0.168,0.573,0.636,0.684,0.766,0.858,0.93,1.167,1.219,1.293,1.366,1.394,1.471,1.626,1.793,1.822,2.288,2.372,2.547,2.684,2.757,2.867,3.22,3.294,3.416,3.803,4.243,4.389,4.821,4.978,5.12,5.665,5.871,7.433,7.509,7.799,7.835,8.155,8.229,8.268,8.35,8.522,8.608,8.755,8.804,8.845,8.966,8.997,9.109,9.251,9.395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.203,0.318,0.461,0.642,0.788,0.889,0.98,1.15,1.176,1.219,1.333,1.527,1.643,2.205,2.449,2.63,2.757,3.031,3.191,3.274,3.598,4.061,4.095,4.139,4.612,4.66,5.022,5.093,5.141,5.173,5.526,6.44,6.568,6.693,6.728,6.782,6.883,6.921,7.05,7.266,7.368,7.472,7.723,7.867,7.938,7.979,8.187,8.221,8.294,8.367,8.492,8.8,8.847,9.15,9.214,9.346,9.522,9.593,9.685,9.746,9.908,nan,nan,nan,nan,nan
0.146,0.179,0.429,0.518,0.712,0.95,1.155,1.274,1.381,1.404,2.542,2.681,2.81,3.091,3.188,3.676,3.724,4.109,4.312,4.486,4.616,4.718,4.747,4.801,4.974,5.16,5.575,5.679,5.717,5.88,6.179,6.25,6.731,7.28,7.372,7.819,7.97,8.026,8.195,8.757,8.834,9.185,9.329,9.392,9.422,9.449,9.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.055,0.365,0.402,0.469,0.544,0.954,1.108,1.167,1.194,1.414,1.737,1.781,2.309,2.404,3.175,3.474,3.785,4.198,4.51,4.612,5.0,5.124,5.292,5.381,6.104,6.123,6.356,6.518,7.082,7.715,7.857,7.912,8.147,8.428,8.553,9.206,9.449,9.758,9.821,9.936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.171,0.373,0.592,0.668,0.819,0.891,0.944,0.975,1.23,1.245,1.416,1.493,1.89,1.958,2.041,2.081,2.461,2.828,2.92,3.0,3.737,3.767,3.785,3.925,4.135,4.427,4.472,4.532,4.924,5.348,5.535,5.799,5.838,5.904,6.072,6.259,6.37,6.592,6.624,7.386,7.848,7.905,8.083,8.288,8.556,8.584,8.636,8.838,8.889,8.961,9.129,9.191,9.28,9.36,9.554,9.675,9.791,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.331,0.604,0.806,0.853,1.013,1.259,1.452,1.505,1.612,1.709,1.865,1.918,2.465,2.665,2.845,3.177,3.235,3.309,3.393,4.056,4.121,4.173,4.397,4.448,4.473,4.5,4.562,4.718,4.821,4.876,4.931,5.064,5.154,5.225,5.3,5.889,6.123,6.172,6.353,6.779,7.074,7.259,7.367,7.407,7.595,7.907,7.981,8.059,8.113,8.464,8.489,8.617,8.788,8.841,8.976,9.083,9.293,9.621,9.82,9.851,nan,nan,nan,nan,nan,nan
0.772,0.823,1.34,1.405,1.43,1.708,1.943,2.076,2.133,2.225,2.328,2.442,3.299,3.457,3.548,3.771,3.882,3.933,4.089,4.281,4.553,4.678,4.791,4.947,5.067,5.244,5.347,5.549,5.811,6.075,6.213,6.668,6.734,6.845,6.932,7.266,7.646,7.738,7.991,8.259,8.33,8.373,8.47,8.803,8.838,8.93,9.095,9.198,9.305,9.366,9.419,9.597,9.622,9.757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.58,0.759,0.955,1.233,1.409,2.159,2.375,2.688,2.779,2.923,3.775,3.828,3.903,4.201,4.465,4.489,4.614,4.717,4.777,4.84,4.899,4.932,5.102,5.14,5.229,5.251,5.299,5.373,5.5,5.78,5.798,5.863,6.061,6.123,7.529,7.843,7.894,7.923,8.016,8.055,8.245,8.557,8.612,8.826,8.847,8.892,9.339,9.368,9.651,9.834,9.889,9.941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.066,0.15,0.341,1.035,1.113,1.231,1.365,1.43,1.695,1.726,1.837,1.954,2.069,2.14,2.817,2.878,3.922,4.062,4.142,4.369,4.449,4.481,4.637,4.755,4.829,4.904,5.169,5.283,5.376,5.418,5.459,5.521,5.679,5.828,6.248,6.539,7.077,7.238,7.73,8.015,8.074,8.172,8.253,8.336,8.472,8.623,8.696,8.948,8.981,9.066,9.092,9.29,9.338,9.529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.101,0.142,0.185,0.47,0.644,1.373,1.62,1.686,1.85,1.892,1.968,2.005,2.184,2.328,2.389,2.726,3.132,3.32,3.561,3.826,4.009,4.157,4.649,4.701,4.924,5.082,5.176,5.528,5.69,5.966,6.229,6.246,6.583,6.918,7.098,7.157,7.555,7.713,7.799,8.58,8.604,8.79,8.905,9.0,9.369,9.392,9.464,9.58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.385,0.577,0.674,0.868,0.894,0.973,1.25,1.512,1.724,1.753,2.002,2.116,2.538,3.59,3.64,3.847,4.218,4.259,4.359,4.43,4.709,4.883,5.1,5.157,5.21,5.292,5.352,5.442,5.467,5.579,5.736,5.768,5.978,6.554,6.954,7.56,7.579,8.187,8.448,8.66,8.765,8.871,8.931,9.203,9.293,9.46,9.56,9.826,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.078,0.2,0.223,0.263,0.665,0.772,1.002,1.267,1.319,1.441,2.082,2.142,2.811,3.518,3.68,3.817,3.918,4.144,4.171,4.412,4.524,4.581,4.647,4.677,4.71,5.26,5.306,5.507,5.796,5.875,5.936,5.956,5.978,6.261,6.553,6.655,7.279,7.349,7.41,7.816,7.922,8.12,8.182,8.288,8.91,8.945,9.07,9.111,9.221,9.558,9.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3,0.406,0.55,1.317,1.505,1.571,2.065,2.11,2.791,2.88,2.971,3.124,3.399,3.535,3.745,3.901,4.581,4.611,4.656,4.711,4.911,5.177,5.227,5.255,5.277,5.304,5.432,5.774,5.972,6.143,6.402,6.614,6.698,6.828,7.638,7.746,7.873,8.453,8.591,8.703,8.835,8.975,9.054,9.449,9.476,9.556,9.595,9.704,9.793,9.867,9.883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.643,0.801,0.827,1.137,1.165,1.342,1.609,1.658,1.706,1.967,2.0,2.049,2.393,2.479,2.664,2.975,3.012,3.585,4.142,4.459,4.871,5.138,5.197,5.27,5.313,5.362,6.29,6.332,6.685,6.764,6.991,7.508,7.731,8.04,8.107,8.257,8.324,8.368,8.405,8.82,9.062,9.323,9.678,9.761,9.939,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.118,0.182,0.454,0.499,0.525,0.611,0.702,0.787,0.939,1.215,1.284,1.324,1.354,1.467,1.835,1.875,2.001,2.08,2.159,2.196,2.468,2.586,2.723,2.767,3.887,3.989,4.047,4.142,4.207,4.494,4.524,4.646,4.719,4.923,5.27,5.326,5.63,5.681,5.734,5.767,5.879,5.949,6.034,6.239,6.389,6.931,6.984,7.14,7.409,7.834,8.048,8.269,8.601,8.973,8.989,9.048,9.195,9.268,9.318,9.435,9.463,9.56,9.622,9.82,9.854,9.886
0.108,0.325,0.627,0.66,0.997,1.111,1.184,1.261,1.663,1.718,1.967,1.997,2.131,2.154,2.742,2.827,3.064,3.972,4.096,4.137,4.296,4.443,4.52,4.597,4.691,4.844,4.912,5.07,5.169,5.237,5.268,5.351,5.481,5.651,5.773,5.828,6.021,6.109,6.209,6.344,6.528,6.838,7.174,7.417,7.645,7.956,8.126,8.346,8.423,8.649,8.705,8.738,8.786,8.823,8.886,9.127,9.171,9.306,9.358,9.398,9.509,9.87,9.98,nan,nan,nan
0.045,0.092,0.135,0.337,0.416,0.633,0.788,1.021,1.211,1.328,1.617,1.691,2.119,3.015,3.298,3.54,3.737,3.875,4.027,4.085,4.281,4.327,4.351,4.661,4.787,4.918,5.023,5.142,5.552,5.995,6.326,6.678,6.751,6.777,7.15,7.493,7.698,7.766,7.845,8.111,8.176,8.433,8.553,8.671,8.801,8.831,8.903,8.997,9.105,9.234,9.42,9.448,9.544,9.712,9.772,9.958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.126,0.411,0.475,0.598,1.065,1.096,1.208,1.327,1.393,1.802,1.88,2.391,2.744,3.064,3.172,3.338,3.598,3.797,3.997,4.347,4.69,4.769,4.82,4.863,4.987,5.082,5.2,5.223,5.293,5.376,5.514,5.814,5.85,5.888,6.006,6.023,6.417,6.562,7.35,7.503,7.83,7.946,7.967,7.993,8.321,8.397,8.652,8.743,9.258,9.311,9.402,9.682,9.931,9.984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.437,0.459,0.534,0.587,0.672,0.818,0.887,0.989,1.02,1.171,1.345,1.508,1.529,1.58,1.683,1.771,1.905,1.938,2.106,2.24,2.352,3.143,3.407,3.99,4.026,4.355,4.395,4.484,4.579,4.653,4.901,5.026,5.056,5.172,5.255,5.39,5.867,5.973,6.131,6.174,6.265,6.492,6.951,7.155,7.337,7.377,7.627,8.276,8.578,8.732,8.791,8.84,8.962,9.068,9.12,9.484,9.711,9.956,nan,nan,nan,nan,nan,nan,nan,nan
0.462,0.484,0.559,0.612,0.697,0.843,0.912,1.014,1.045,1.196,1.37,1.533,1.554,1.605,1.708,1.796,1.93,1.963,2.131,2.265,2.377,3.168,3.432,4.015,4.051,4.38,4.42,4.509,4.604,4.678,4.926,5.051,5.081,5.197,5.28,5.415,5.892,5.998,6.156,6.199,6.29,6.517,6.976,7.18,7.362,7.402,7.652,8.301,8.603,8.757,8.816,8.865,8.987,9.093,9.145,9.509,9.736,9.981,nan,nan,nan,nan,nan,nan,nan,nan
0.487,0.509,0.584,0.637,0.722,0.868,0.937,1.039,1.07,1.221,1.395,1.558,1.579,1.63,1.733,1.821,1.955,1.988,2.156,2.29,2.402,3.193,3.457,4.04,4.076,4.405,4.445,4.534,4.629,4.703,4.951,5.076,5.106,5.222,5.305,5.44,5.917,6.023,6.181,6.224,6.315,6.542,7.001,7.205,7.387,7.427,7.677,8.326,8.628,8.782,8.841,8.89,9.012,9.118,9.17,9.534,9.761,10.006,nan,nan,nan,nan,nan,nan,nan,nan
0.512,0.534,0.609,0.662,0.747,0.893,0.962,1.064,1.095,1.246,1.42,1.583,1.604,1.655,1.758,1.846,1.98,2.013,2.181,2.315,2.427,3.218,3.482,4.065,4.101,4.43,4.47,4.559,4.654,4.728,4.976,5.101,5.131,5.247,5.33,5.465,5.942,6.048,6.206,6.249,6.34,6.567,7.026,7.23,7.412,7.452,7.702,8.351,8.653,8.807,8.866,8.915,9.037,9.143,9.195,9.559,9.786,10.031,nan,nan,nan,nan,nan,nan,nan,nan
